C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_27_611.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_27_611.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_27_611.jpg,0,0,0,4.728868E-06
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_27_691.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_27_691.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_27_691.jpg,0,0,0,1.410866E-05
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_27_765.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_27_765.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_27_765.jpg,0,0,0,2.488109E-06
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_27_843.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_27_843.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_27_843.jpg,0,0,0,1.148345E-05
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_27_918.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_27_918.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_27_918.jpg,0,0,0,1.935716E-05
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_27_994.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_27_994.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_27_994.jpg,0,0,0,2.111713E-06
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_28_070.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_28_070.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_28_070.jpg,0,0,0,9.148006E-06
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_28_146.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_28_146.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_28_146.jpg,0,0,0,1.109822E-06
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_28_223.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_28_223.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_28_223.jpg,0,0,0,6.487032E-06
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_28_296.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_28_296.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_28_296.jpg,0,0,0,1.782022E-06
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_28_369.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_28_369.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_28_369.jpg,0,0,0,9.250956E-06
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_28_445.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_28_445.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_28_445.jpg,0,0,0,1.553154E-05
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_28_520.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_28_520.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_28_520.jpg,0,0,0,7.356899E-06
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_28_591.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_28_591.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_28_591.jpg,0,0,0,3.040444E-05
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_28_668.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_28_668.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_28_668.jpg,0,0,0,6.994724E-06
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_28_742.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_28_742.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_28_742.jpg,0,0,0,7.1571E-06
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_28_817.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_28_817.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_28_817.jpg,0,0,0,1.05714E-06
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_28_892.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_28_892.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_28_892.jpg,0,0,0,7.819935E-06
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_28_967.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_28_967.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_28_967.jpg,0,0,0,1.536327E-06
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_29_043.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_29_043.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_29_043.jpg,0,0,0,2.913986E-06
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_29_120.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_29_120.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_29_120.jpg,0,0,0,4.105244E-06
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_29_195.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_29_195.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_29_195.jpg,0,0,0,5.033541E-06
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_29_276.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_29_276.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_29_276.jpg,0,0.0456006,0,0.01130045
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_29_351.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_29_351.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_29_351.jpg,0,0.2345559,0,0.1079538
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_29_427.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_29_427.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_29_427.jpg,0,0.4997037,0,0.477285
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_29_501.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_29_501.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_29_501.jpg,0,0.7258779,0,1.067173
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_29_575.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_29_575.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_29_575.jpg,0,0.9434256,0,1.822921
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_29_651.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_29_651.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_29_651.jpg,0,1,0,2.50091
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_29_728.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_29_728.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_29_728.jpg,0,1,0,3.43203
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_29_805.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_29_805.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_29_805.jpg,0,1,0,4.372638
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_29_885.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_29_885.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_29_885.jpg,0,1,0,5.303147
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_29_960.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_29_960.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_29_960.jpg,0,1,0,6.226552
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_30_038.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_30_038.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_30_038.jpg,-0.05,1,0,7.142316
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_30_118.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_30_118.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_30_118.jpg,-0.25,1,0,8.036852
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_30_193.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_30_193.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_30_193.jpg,0,1,0,8.903652
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_30_271.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_30_271.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_30_271.jpg,0,1,0,9.56757
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_30_347.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_30_347.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_30_347.jpg,-0.05,1,0,10.45639
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_30_423.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_30_423.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_30_423.jpg,-0.25,1,0,11.32327
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_30_503.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_30_503.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_30_503.jpg,0,1,0,12.0183
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_30_585.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_30_585.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_30_585.jpg,0,1,0,12.98728
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_30_661.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_30_661.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_30_661.jpg,0,1,0,13.80332
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_30_738.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_30_738.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_30_738.jpg,-0.1,1,0,14.61416
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_30_814.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_30_814.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_30_814.jpg,-0.3,1,0,15.39878
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_30_891.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_30_891.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_30_891.jpg,-0.45,1,0,16.24433
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_30_968.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_30_968.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_30_968.jpg,-0.05,1,0,17.00243
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_31_044.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_31_044.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_31_044.jpg,-0.25,1,0,17.84323
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_31_122.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_31_122.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_31_122.jpg,-0.45,1,0,18.60354
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_31_244.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_31_244.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_31_244.jpg,0,1,0,19.64848
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_31_310.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_31_310.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_31_310.jpg,0,1,0,20.19813
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_31_381.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_31_381.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_31_381.jpg,0,1,0,21.00045
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_31_458.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_31_458.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_31_458.jpg,-0.15,1,0,21.79973
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_31_536.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_31_536.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_31_536.jpg,-0.35,1,0,22.5462
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_31_616.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_31_616.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_31_616.jpg,0,1,0,23.26872
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_31_691.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_31_691.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_31_691.jpg,0,1,0,23.85367
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_31_760.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_31_760.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_31_760.jpg,0,0.7475005,0,24.50738
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_31_838.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_31_838.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_31_838.jpg,-0.05,0.8958985,0,25.05266
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_31_911.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_31_911.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_31_911.jpg,-0.2,1,0,25.59999
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_31_985.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_31_985.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_31_985.jpg,-0.4,0.7805683,0,26.20193
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_32_058.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_32_058.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_32_058.jpg,0,0.5587848,0,26.55845
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_32_126.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_32_126.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_32_126.jpg,0,0.3898633,0,26.74155
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_32_202.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_32_202.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_32_202.jpg,0,0.1281993,0,26.77728
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_32_276.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_32_276.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_32_276.jpg,0,0,0,26.6013
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_32_353.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_32_353.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_32_353.jpg,-0.2,0,0,26.37463
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_32_427.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_32_427.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_32_427.jpg,-0.35,0,0,26.16241
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_32_503.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_32_503.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_32_503.jpg,-0.5500001,0,0,25.81133
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_32_574.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_32_574.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_32_574.jpg,0,0,0,25.52267
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_32_643.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_32_643.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_32_643.jpg,-0.1,0,0,25.36167
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_32_718.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_32_718.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_32_718.jpg,-0.3,0,0,25.13997
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_32_793.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_32_793.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_32_793.jpg,0,0,0,24.89038
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_32_866.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_32_866.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_32_866.jpg,0,0,0,24.73368
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_32_942.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_32_942.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_32_942.jpg,0,0,0,24.53186
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_33_017.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_33_017.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_33_017.jpg,0,0,0,24.33374
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_33_095.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_33_095.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_33_095.jpg,-0.05,0,0,24.13746
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_33_174.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_33_174.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_33_174.jpg,-0.25,0,0,23.91638
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_33_242.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_33_242.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_33_242.jpg,-0.4,0,0,23.70754
C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\center_2024_07_09_08_22_33_318.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\left_2024_07_09_08_22_33_318.jpg,C:\Users\SUBHENDU\Desktop\AutoPilot\IMG\right_2024_07_09_08_22_33_318.jpg,-0.6000001,0,0,23.36528
